Sample_ID,Match,Species,Latitude,Longitude,elevation,Sample_location,Date_sampled,Date_propagated,Date_planted,Year_planted,Mother_height,Mother_CW_1,Mother_CW_2,Mother_LS,Mother_LL1,Mother_LL2,Mother_LL3,Mother_SE1,Mother_SE2,Mother_SE3,Mother_Sex,Cutting_length,Cutting_diameter,Cutting_age,Survived_2014,Survived_2015,Survived_2016,Survived_2017,Survived_2018,Survived_2019,Survived_2020,Bed,Row,Column,Notes
H15BN3,#N/A,Betula nana,,,,QHI,2018-07-15,2018-07-15,2019-08-15,2015,24,160,NA,0.6,NA,NA,NA,NA,NA,NA,NA,27,5,NA,NA,NA,0,0,0,0,0,9,3,3,
H15BN4,#N/A,Betula nana,,,,QHI,2018-07-15,2018-07-15,2019-08-15,2015,30,>500,NA,0.6,NA,NA,NA,NA,NA,NA,NA,33,6,NA,NA,NA,0,0,0,0,0,9,5,5,
H15BN5,#N/A,Betula nana,,,,QHI,2018-07-15,2018-07-15,2019-08-15,2015,36,279,NA,0.6,NA,NA,NA,NA,NA,NA,NA,39,5,NA,NA,NA,0,0,0,0,0,10,5,6,
H15BN6,#N/A,Betula nana,,,,QHI,2018-07-15,2018-07-15,2019-08-15,2015,38,>500,NA,0.5,NA,NA,NA,NA,NA,NA,NA,34,6,NA,NA,NA,0,0,0,0,0,9,5,3,
H15BN7,#N/A,Betula nana,,,,QHI,2018-07-15,2018-07-15,2019-08-15,2015,44,336,NA,1.3,NA,NA,NA,NA,NA,NA,NA,41,8,NA,NA,NA,0,0,0,0,0,9,2,7,
H15BN8,#N/A,Betula nana,,,,QHI,2018-07-15,2018-07-15,2019-08-15,2015,24,480,NA,0.3,NA,NA,NA,NA,NA,NA,NA,41,5,NA,NA,NA,0,0,0,0,0,9,2,5,
H15BN9,#N/A,Betula nana,,,,QHI,2018-07-15,2018-07-15,2019-08-15,2015,24,240,NA,0.4,NA,NA,NA,NA,NA,NA,NA,48,5,NA,NA,NA,0,0,0,0,0,9,5,7,
H15SP1,H15Sp1,Salix pulchra,69.58356603,-138.9203,55.289055,QHI,2018-07-15,2018-07-15,2018-08-15,2015,16,-,NA,0.9,NA,NA,NA,NA,NA,NA,Female,46.7,9,14,NA,NA,1,1,1,1,1,1,5,1,
H15SP10,H15Sp10,Salix pulchra,69.58452702,-138.921216,57.656536,QHI,2018-07-15,2018-07-15,2018-08-15,2015,35,-,NA,1.2,NA,NA,NA,NA,NA,NA,Female,83.1,9,12,NA,NA,1,1,1,1,1,6,6,3,
H15SP11,H15Sp11,Salix pulchra,69.58462601,-138.921435,57.965427,QHI,2018-07-15,2018-07-15,2018-08-15,2015,25,-,NA,0.8,NA,NA,NA,NA,NA,NA,Female,39.8,7,12,NA,NA,1,1,1,0,0,6,6,4,
H15SP12,H15Sp12,Salix pulchra,69.58472801,-138.921647,56.790211,QHI,2018-07-15,2018-07-15,2018-08-15,2015,38,-,NA,0.6,NA,NA,NA,NA,NA,NA,Female,53.6,4,5,NA,NA,1,1,1,0,0,6,6,6,
H15SP13,H15Sp13,Salix pulchra,69.58481099,-138.921713,58.343342,QHI,2018-07-15,2018-07-15,2018-08-15,2015,33,-,NA,1.7,NA,NA,NA,NA,NA,NA,Female,61,11,13,NA,NA,1,1,1,1,1,6,5,3,
H15SP14,H15Sp14,Salix pulchra,69.58492298,-138.922117,61.491421,QHI,2018-07-15,2018-07-15,2018-08-15,2015,38,-,NA,1.5,NA,NA,NA,NA,NA,NA,Female,34.6,6,9,NA,NA,1,1,1,1,1,6,5,4,
H15SP15,H15Sp15,Salix pulchra,69.58503697,-138.92234,61.348934,QHI,2018-07-15,2018-07-15,2018-08-15,2015,28,-,NA,0.9,NA,NA,NA,NA,NA,NA,Female,35,9,11,NA,NA,1,1,1,1,1,6,5,5,
H15SP16,H15Sp16,Salix pulchra,69.58517804,-138.922321,61.305267,QHI,2018-07-15,2018-07-15,2018-08-15,2015,24,-,NA,1.3,NA,NA,NA,NA,NA,NA,Male,49.6,12,16,NA,NA,1,0,0,0,0,6,5,6,
H15SP17,H15Sp17,Salix pulchra,69.58523101,-138.922071,61.10289,QHI,2018-07-15,2018-07-15,2018-08-15,2015,43,-,NA,1.6,NA,NA,NA,NA,NA,NA,Female,52.8,8,9,NA,NA,1,1,1,1,1,6,4,1,
H15SP18,H15Sp18,Salix pulchra,69.58526999,-138.921801,60.271465,QHI,2018-07-15,2018-07-15,2018-08-15,2015,35,-,NA,0.9,NA,NA,NA,NA,NA,NA,Female,48,11,12,NA,NA,1,1,1,1,1,6,4,4,
H15SP19,H15Sp19,Salix pulchra,69.58517703,-138.921446,59.247608,QHI,2018-07-15,2018-07-15,2018-08-15,2015,47,-,NA,1.2,NA,NA,NA,NA,NA,NA,Female,52,9,8,NA,NA,1,1,1,1,1,6,4,5,
H15SP2,H15Sp2,Salix pulchra,69.58367097,-138.920339,52.590965,QHI,2018-07-15,2018-07-15,2018-08-15,2015,21,-,NA,0.9,NA,NA,NA,NA,NA,NA,Male,50.7,9,13,NA,NA,1,1,1,1,1,1,4,1,
H15SP20,H15Sp20,Salix pulchra,69.58500696,-138.921262,59.879974,QHI,2018-07-15,2018-07-15,2018-08-15,2015,25,-,NA,1.5,NA,NA,NA,NA,NA,NA,Female,34,17,23,NA,NA,1,1,1,1,1,6,4,6,
H15SP21,H15Sp21,Salix pulchra,69.58492398,-138.921063,58.608051,QHI,2018-07-15,2018-07-15,2018-08-15,2015,30,-,NA,0.9,NA,NA,NA,NA,NA,NA,Female,51.8,7,9,NA,NA,0,0,0,0,0,3,4,3,
H15SP22,H15Sp22,Salix pulchra,69.58473698,-138.921178,58.351437,QHI,2018-07-15,2018-07-15,2018-08-15,2015,42,-,NA,0.8,NA,NA,NA,NA,NA,NA,Female,42.1,6,10,NA,NA,0,0,0,0,0,3,4,6,
H15SP23,H15Sp23,Salix pulchra,69.58466699,-138.920557,60.622887,QHI,2018-07-15,2018-07-15,2018-08-15,2015,26,-,NA,0.8,NA,NA,NA,NA,NA,NA,Female,38.9,5,8,NA,NA,1,1,1,,0,3,1,5,
H15SP24,H15Sp24,Salix pulchra,69.58457898,-138.920448,58.992985,QHI,2018-07-15,2018-07-15,2018-08-15,2015,24,-,NA,0.6,NA,NA,NA,NA,NA,NA,Unknown,39.9,6,7,NA,NA,1,1,1,1,1,3,1,7,
H15SP25,H15SP25,Salix pulchra,69.58441302,-138.920584,58.618736,QHI,2018-07-15,2018-07-15,2018-08-15,2015,24,-,NA,0.7,NA,NA,NA,NA,NA,NA,Female,33.6,7,12,NA,NA,1,1,1,1,1,8,5,2,
H15SP26,H15sp26,Salix pulchra,69.58434697,-138.920404,58.427731,QHI,2018-07-15,2018-07-15,2018-08-15,2015,29,-,NA,0.6,NA,NA,NA,NA,NA,NA,Female,34,6,8,NA,NA,1,1,NA,NA,NA,8,4,2,
H15SP27,H15Sp27,Salix pulchra,69.58427397,-138.920266,58.262245,QHI,2018-07-15,2018-07-15,2018-08-15,2015,24,-,NA,1,NA,NA,NA,NA,NA,NA,Female,490,10,13,NA,NA,1,1,1,1,1,8,5,3,
H15SP28,H15SP28,Salix pulchra,,,,QHI,2018-07-15,2018-07-15,2018-08-15,2015,19,-,NA,1.1,NA,NA,NA,NA,NA,NA,Female,255,12,17,NA,NA,0,0,0,0,0,8,5,4,
H15SP29,H15Sp29,Salix pulchra,,,,QHI,2018-07-15,2018-07-15,2018-08-15,2015,32,-,NA,0.9,NA,NA,NA,NA,NA,NA,Unknown,373,7,10,NA,NA,1,1,1,1,1,8,5,6,
H15SP3,H15Sp3,Salix pulchra,69.58378497,-138.920453,54.155792,QHI,2018-07-15,2018-07-15,2018-08-15,2015,29,-,NA,0.6,NA,NA,NA,NA,NA,NA,Male,32.2,6,9,NA,NA,1,1,1,0,0,1,4,2,
H15SP30,H15Sp30,Salix pulchra,,,,QHI,2018-07-15,2018-07-15,2018-08-15,2015,26,-,NA,1.1,NA,NA,NA,NA,NA,NA,Male,32,8,9,NA,NA,1,0,0,0,0,8,5,7,
H15SP4,H15Sp4,Salix pulchra,69.58389603,-138.920652,55.103859,QHI,2018-07-15,2018-07-15,2018-08-15,2015,23,-,NA,0.6,NA,NA,NA,NA,NA,NA,Female,35.8,7,11,NA,NA,1,0,0,0,0,1,4,4,
H15SP5,H15Sp5,Salix pulchra,69.58399602,-138.920573,56.04353,QHI,2018-07-15,2018-07-15,2018-08-15,2015,13,-,NA,0.8,NA,NA,NA,NA,NA,NA,Female,38,8,9,NA,NA,1,1,1,1,1,1,4,6,
H15SP6,H15Sp6,Salix pulchra,69.58405897,-138.920586,55.426048,QHI,2018-07-15,2018-07-15,2018-08-15,2015,22,-,NA,0.9,NA,NA,NA,NA,NA,NA,Unknown,47,11,14,NA,NA,1,1,1,1,1,1,3,1,
H15SP7,H15Sp7,Salix pulchra,69.58423298,-138.920683,57.38567,QHI,2018-07-15,2018-07-15,2018-08-15,2015,39,-,NA,0.8,NA,NA,NA,NA,NA,NA,Female,39,8,15,NA,NA,1,0,0,0,0,1,1,2,
H15SP8,H15Sp8,Salix pulchra,69.58436097,-138.920788,56.579521,QHI,2018-07-15,2018-07-15,2018-08-15,2015,21,-,NA,1,NA,NA,NA,NA,NA,NA,Female,47.8,10,13,NA,NA,1,1,1,1,1,1,1,3,
H15SP9,H15Sp9,Salix pulchra,69.58447002,-138.920872,56.361565,QHI,2018-07-15,2018-07-15,2018-08-15,2015,22,-,NA,0.9,NA,NA,NA,NA,NA,NA,Female,58.1,8,9,NA,NA,1,1,1,1,1,6,6,2,
H15SR1,H15Sr1,Salix richardsonii,69.57075957,-138.892139,8.777587891,QHI,2018-07-15,2018-07-15,2018-08-15,2015,73.5,372,NA,3,NA,NA,NA,NA,NA,NA,Male,35.4,7,NA,NA,NA,0,0,0,0,0,6,6,1,
H15SR10,H15Sr10,Salix richardsonii,69.57049915,-138.8946931,10.21960449,QHI,2018-07-15,2018-07-15,2018-08-15,2015,42,209,NA,1.6,NA,NA,NA,NA,NA,NA,Female,39.5,11,13,NA,NA,0,0,0,0,0,6,2,4,
H15SR11,H15Sr11,Salix richardsonii,69.57045648,-138.8948934,10.45996094,QHI,2018-07-15,2018-07-15,2018-08-15,2015,26,157,NA,2.3,NA,NA,NA,NA,NA,NA,Male,27.4,11,18,NA,NA,1,0,0,0,0,6,2,6,
H15SR12,H15Sr12,Salix richardsonii,69.57039823,-138.8949852,12.38269043,QHI,2018-07-15,2018-07-15,2018-08-15,2015,36,280,NA,1.7,NA,NA,NA,NA,NA,NA,Female,43.5,12,10,NA,NA,1,1,0,0,0,2,5,2,
H15SR13,H15Sr13,Salix richardsonii,69.57032153,-138.8951539,10.21960449,QHI,2018-07-15,2018-07-15,2018-08-15,2015,22,226,NA,1.8,NA,NA,NA,NA,NA,NA,Male,27.8,8,12,NA,NA,1,1,1,0,0,2,5,3,
H15SR14,H15Sr14,Salix richardsonii,69.57030494,-138.8953824,9.739013672,QHI,2018-07-15,2018-07-15,2018-08-15,2015,26,160,NA,1.7,NA,NA,NA,NA,NA,NA,Male,32.6,12,11,NA,NA,0,0,0,0,0,2,5,4,
H15SR15,H15Sr15,Salix richardsonii,69.57018499,-138.895526,10.70019531,QHI,2018-07-15,2018-07-15,2018-08-15,2015,42,340,NA,2.1,NA,NA,NA,NA,NA,NA,Male,36.1,6,12,NA,NA,0,0,0,0,0,2,5,5,
H15SR16,H15Sr16,Salix richardsonii,69.57016328,-138.8957881,5.653442383,QHI,2018-07-15,2018-07-15,2018-08-15,2015,54,348,NA,2.3,NA,NA,NA,NA,NA,NA,Female,40.3,8,7,NA,NA,1,0,0,0,0,2,5,6,
H15SR17,H15Sr17,Salix richardsonii,69.57014694,-138.896057,8.29699707,QHI,2018-07-15,2018-07-15,2018-08-15,2015,59,281,NA,2.4,NA,NA,NA,NA,NA,NA,Female,49.8,11,9,NA,NA,0,0,0,0,0,2,3,2,
H15SR18,H15Sr18,Salix richardsonii,69.57008986,-138.8962512,6.134033203,QHI,2018-07-15,2018-07-15,2018-08-15,2015,54,>500,NA,1.9,NA,NA,NA,NA,NA,NA,Male,40.5,8,7,NA,NA,0,0,0,0,0,2,3,3,
H15SR19,H15Sr19,Salix richardsonii,69.5700632,-138.8964874,7.335693359,QHI,2018-07-15,2018-07-15,2018-08-15,2015,38,181,NA,1.9,NA,NA,NA,NA,NA,NA,Female,35,8,7,NA,NA,1,1,1,1,1,2,3,4,
H15SR2,H15Sr2,Salix richardsonii,69.57075287,-138.8924143,6.614746094,QHI,2018-07-15,2018-07-15,2018-08-15,2015,45,380,NA,0.8,NA,NA,NA,NA,NA,NA,Male,42.5,7,7,NA,NA,0,0,0,0,0,6,5,1,
H15SR20,H15Sr20,Salix richardsonii,69.57001241,-138.8967005,7.095336914,QHI,2018-07-15,2018-07-15,2018-08-15,2015,36,201,NA,1.6,NA,NA,NA,NA,NA,NA,Male,40.5,9,11,NA,NA,1,1,1,1,1,2,3,5,
H15SR21,H15Sr21,Salix richardsonii,69.56996572,-138.8969506,6.614746094,QHI,2018-07-15,2018-07-15,2018-08-15,2015,48,193,NA,1.5,NA,NA,NA,NA,NA,NA,Male,39.5,6,10,NA,NA,0,0,0,0,0,7,5,3,
H15SR22,H15Sr22,Salix richardsonii,69.56993764,-138.8974338,7.576049805,QHI,2018-07-15,2018-07-15,2018-08-15,2015,34,380,NA,1.9,NA,NA,NA,NA,NA,NA,Male,29.6,12,19,NA,NA,0,0,0,0,0,7,5,5,
H15SR23,H15Sr23,Salix richardsonii,69.56984217,-138.8976234,7.576049805,QHI,2018-07-15,2018-07-15,2018-08-15,2015,31,379,NA,1.6,NA,NA,NA,NA,NA,NA,Male,36.5,9,7,NA,NA,0,0,0,0,0,7,5,6,
H15SR24,H15Sr24,Salix richardsonii,69.56981929,-138.897886,5.172729492,QHI,2018-07-15,2018-07-15,2018-08-15,2015,44,>500,NA,2.4,NA,NA,NA,NA,NA,NA,Male,36.7,9,12,NA,NA,1,0,0,0,0,7,5,7,
H15SR25,H15Sr25,Salix richardsonii,69.56978551,-138.8982202,7.335693359,QHI,2018-07-15,2018-07-15,2018-08-15,2015,40,208,NA,1.4,NA,NA,NA,NA,NA,NA,Male,30,10,9,NA,NA,0,0,0,0,0,4,4,3,
H15SR26,H15Sr26,Salix richardsonii,69.56976858,-138.8985247,6.854980469,QHI,2018-07-15,2018-07-15,2018-08-15,2015,59,412,NA,3.4,NA,NA,NA,NA,NA,NA,Male,60.8,10,9,NA,NA,0,0,0,0,0,4,4,6,
H15SR27,H15Sr27,Salix richardsonii,69.56974762,-138.8989443,7.576049805,QHI,2018-07-15,2018-07-15,2018-08-15,2015,41,178,NA,1.7,NA,NA,NA,NA,NA,NA,Female,38.9,10,10,NA,NA,0,0,0,0,0,4,4,7,
H15SR28,H15Sr28,Salix richardsonii,69.56969197,-138.8991811,8.777587891,QHI,2018-07-15,2018-07-15,2018-08-15,2015,48,229,NA,1.6,NA,NA,NA,NA,NA,NA,Female,44.2,9,9,NA,NA,0,0,0,0,0,4,3,5,
H15SR29,H15SR29,Salix richardsonii,69.56966138,-138.8993671,7.81640625,QHI,2018-07-15,2018-07-15,2018-08-15,2015,51,400,NA,1.2,NA,NA,NA,NA,NA,NA,Female,52.6,9,13,NA,NA,1,1,1,1,0,4,3,6,
H15SR3,H15Sr3,Salix richardsonii,69.57073526,-138.8926219,8.777587891,QHI,2018-07-15,2018-07-15,2018-08-15,2015,40,161,NA,2,NA,NA,NA,NA,NA,NA,Male,28.9,7,6,NA,NA,1,1,0,0,0,6,3,1,
H15SR30,H15Sr30,Salix richardsonii,69.56966364,-138.8999001,10.94055176,QHI,2018-07-15,2018-07-15,2018-08-15,2015,39,106,NA,1.1,NA,NA,NA,NA,NA,NA,Unknown,34.1,6,8,NA,NA,1,0,0,0,0,4,3,7,
H15SR4,H15Sr4,Salix richardsonii,69.57074474,-138.8928764,9.739013672,QHI,2018-07-15,2018-07-15,2018-08-15,2015,33,327,NA,1.2,NA,NA,NA,NA,NA,NA,Female,39.2,7,8,NA,NA,0,0,0,0,0,6,2,1,
H15SR5,H15Sr5,Salix richardsonii,69.5707221,-138.8930748,12.38269043,QHI,2018-07-15,2018-07-15,2018-08-15,2015,44,366,NA,2.1,NA,NA,NA,NA,NA,NA,Male,41.7,8,14,NA,NA,1,1,1,1,1,6,5,2,
H15SR6,H15Sr6,Salix richardsonii,69.57062328,-138.8933359,12.6229248,QHI,2018-07-15,2018-07-15,2018-08-15,2015,48,208,NA,1.8,NA,NA,NA,NA,NA,NA,Male,37,7,12,NA,NA,0,0,0,0,0,6,5,5,
H15SR7,H15Sr7,Salix richardsonii,69.57058263,-138.8936445,10.21960449,QHI,2018-07-15,2018-07-15,2018-08-15,2015,29,218,NA,1.3,NA,NA,NA,NA,NA,NA,Female,29.2,8,13,NA,NA,0,0,0,0,0,6,5,6,
H15SR8,H15Sr8,Salix richardsonii,69.57051055,-138.8938656,6.374389648,QHI,2018-07-15,2018-07-15,2018-08-15,2015,59,261,NA,1.5,NA,NA,NA,NA,NA,NA,Male,33.9,7,9,NA,NA,0,0,0,0,0,6,2,2,
H15SR9,H15Sr9,Salix richardsonii,69.57054801,-138.8945961,8.777587891,QHI,2018-07-15,2018-07-15,2018-08-15,2015,31,246,NA,2,NA,NA,NA,NA,NA,NA,Female,35.9,8,11,NA,NA,0,0,0,0,0,6,2,3,
K15PBG10,#N/A,Betula nana,60.97675301,-138.410051,1477.811768,Kluane Plateau,2004-07-15,2004-07-15,2019-08-15,2015,62,423,NA,2.4,NA,NA,NA,NA,NA,NA,NA,33,8,NA,NA,NA,0,0,0,0,0,10,2,3,
K15PBG11,#N/A,Betula nana,,,,Kluane Plateau,2004-07-15,2004-07-15,2019-08-15,2015,82,500+,NA,2.2,NA,NA,NA,NA,NA,NA,NA,30,7,NA,NA,NA,0,0,0,0,0,10,3,1,
K15PBG12,K15PBg12,Betula nana,,,,Kluane Plateau,2004-07-15,2004-07-15,2019-08-15,2015,67,483,NA,1.7,NA,NA,NA,NA,NA,NA,NA,34,9,NA,NA,NA,0,0,0,0,0,10,3,5,
K15PBG13,#N/A,Betula nana,,,,Kluane Plateau,2004-07-15,2004-07-15,2019-08-15,2015,160,500+,NA,3.8,NA,NA,NA,NA,NA,NA,NA,31,11,NA,NA,NA,0,0,0,0,0,10,4,3,
K15PBG14,#N/A,Betula nana,,,,Kluane Plateau,2004-07-15,2004-07-15,2019-08-15,2015,76,500+,NA,2.7,NA,NA,NA,NA,NA,NA,NA,39,8,NA,NA,NA,0,0,0,0,0,10,5,1,
K15PBG15,#N/A,Betula nana,,,,Kluane Plateau,2004-07-15,2004-07-15,2019-08-15,2015,167,444,NA,3.9,NA,NA,NA,NA,NA,NA,NA,37,9,NA,NA,NA,0,0,0,0,0,9,2,4,
K15PBG6,#N/A,Betula nana,60.97668998,-138.410651,1478.568604,Kluane Plateau,2004-07-15,2004-07-15,2019-08-15,2015,66,393,NA,1.8,NA,NA,NA,NA,NA,NA,NA,33,6,NA,NA,NA,0,0,0,0,0,10,2,5,
K15PBG7,#N/A,Betula nana,60.97668302,-138.410376,1479.07666,Kluane Plateau,2004-07-15,2004-07-15,2019-08-15,2015,38,214,NA,1.3,NA,NA,NA,NA,NA,NA,NA,33,7,NA,NA,NA,0,0,0,0,0,10,4,1,
K15PBG8,#N/A,Betula nana,,,,Kluane Plateau,2004-07-15,2004-07-15,2019-08-15,2015,94,500+,NA,1.6,NA,NA,NA,NA,NA,NA,NA,29,6,NA,NA,NA,0,0,0,0,0,9,1,4,
K15PBG9,#N/A,Betula nana,,,,Kluane Plateau,2004-07-15,2004-07-15,2019-08-15,2015,99,402,NA,2,NA,NA,NA,NA,NA,NA,NA,40,7,NA,NA,NA,0,0,0,0,0,10,1,1,
K15PSP10,K15PSp10,Salix pulchra,61.22214496,-138.269859,1865.415527,Kluane Plateau,2004-07-15,2004-07-15,2018-08-15,2015,84,196,NA,2.3,NA,NA,NA,NA,NA,NA,NA,34,10.1,NA,NA,NA,0,0,0,0,0,3,1,1,
K15PSP6,K15PSp6,Salix pulchra,61.22178798,-138.269317,1864.618286,Kluane Plateau,2004-07-15,2004-07-15,2018-08-15,2015,73,161,NA,2,NA,NA,NA,NA,NA,NA,NA,33.8,10,NA,NA,NA,0,0,0,0,0,3,5,1,
K15PSP7,K15PSp7,Salix pulchra,61.221836,-138.269494,1864.988403,Kluane Plateau,2004-07-15,2004-07-15,2018-08-15,2015,44,68,NA,0.9,NA,NA,NA,NA,NA,NA,NA,32,9,NA,NA,NA,0,0,0,0,0,3,4,1,
K15PSP8,K15PSp8,Salix pulchra,61.22198101,-138.2695,1867.791138,Kluane Plateau,2004-07-15,2004-07-15,2018-08-15,2015,69,142,NA,1.4,NA,NA,NA,NA,NA,NA,NA,30.3,7.5,NA,NA,NA,0,0,0,0,0,3,3,1,
K15PSP9,K15PSp9,Salix pulchra,61.22204899,-138.26976,1865.609497,Kluane Plateau,2004-07-15,2004-07-15,2018-08-15,2015,78,150,NA,2.4,NA,NA,NA,NA,NA,NA,NA,36.7,9.9,NA,NA,NA,0,0,0,0,0,3,2,1,
KPSP11,KPSp11,Salix pulchra,,,,Kluane Plateau,2004-07-15,2004-07-15,2018-08-15,2015,44,155,NA,1.9,NA,NA,NA,NA,NA,NA,NA,32.7,8.6,NA,NA,NA,0,0,0,0,0,3,3,6,
KPSP12,KPSP12,Salix pulchra,,,,Kluane Plateau,2004-07-15,2004-07-15,2018-08-15,2015,76,304,NA,5.4,NA,NA,NA,NA,NA,NA,NA,26.9,6,NA,NA,NA,0,0,0,0,0,8,3,3,
KPSP13,KPSP13,Salix pulchra,,,,Kluane Plateau,2004-07-15,2004-07-15,2018-08-15,2015,76,178,NA,2.4,NA,NA,NA,NA,NA,NA,NA,33.4,5.6,NA,NA,NA,0,0,0,0,0,8,3,4,
KPSP14,KPSP14,Salix pulchra,,,,Kluane Plateau,2004-07-15,2004-07-15,2018-08-15,2015,137,197,NA,3.3,NA,NA,NA,NA,NA,NA,NA,32.6,8.1,NA,NA,NA,0,0,0,0,0,8,3,6,
KPSP15,KPSP15,Salix pulchra,,,,Kluane Plateau,2004-07-15,2004-07-15,2018-08-15,2015,132,253,NA,10.4,NA,NA,NA,NA,NA,NA,NA,37,8.9,NA,NA,NA,0,0,0,0,0,8,3,7,
K15PSR10,K15PSr10,Salix richardsonii,,,,Kluane Plateau,2004-07-15,2004-07-15,2018-08-15,2015,81,1981,NA,6.4,NA,NA,NA,NA,NA,NA,NA,31.5,10.4,NA,NA,NA,0,0,0,0,0,7,6,7,
K15PSR11,K15PSr11,Salix richardsonii,,,,Kluane Plateau,2004-07-15,2004-07-15,2018-08-15,2015,63,165,NA,3.6,NA,NA,NA,NA,NA,NA,NA,27.2,11.7,NA,NA,NA,0,0,0,0,0,7,3,5,
K15PSR12,K15PSr12,Salix richardsonii,,,,Kluane Plateau,2004-07-15,2004-07-15,2018-08-15,2015,48,167,NA,2.7,NA,NA,NA,NA,NA,NA,NA,32.7,11.8,NA,NA,NA,0,0,0,0,0,7,3,6,
K15PSR13,K15PSR13,Salix richardsonii,,,,Kluane Plateau,2004-07-15,2004-07-15,2018-08-15,2015,43,99,NA,2.8,NA,NA,NA,NA,NA,NA,NA,26.1,9.8,NA,NA,NA,0,1,NA,NA,NA,4,2,4,
K15PSR14,K15PSR14,Salix richardsonii,,,,Kluane Plateau,2004-07-15,2004-07-15,2018-08-15,2015,71,171,NA,5,NA,NA,NA,NA,NA,NA,NA,29.4,12.9,NA,NA,NA,0,0,0,0,0,4,2,6,
K15PSR15,K15PSR15,Salix richardsonii,,,,Kluane Plateau,2004-07-15,2004-07-15,2018-08-15,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,12.6,NA,NA,NA,0,0,0,0,0,4,2,7,
K15PSR6,K15PSr6,Salix richardsonii,,,,Kluane Plateau,2004-07-15,2004-07-15,2018-08-15,2015,88,306,NA,6.8,NA,NA,NA,NA,NA,NA,NA,31.2,14.2,NA,NA,NA,0,0,0,0,0,7,6,3,
K15PSR7,K15PSr7,Salix richardsonii,,,,Kluane Plateau,2004-07-15,2004-07-15,2018-08-15,2015,66,89,NA,2,NA,NA,NA,NA,NA,NA,NA,34,11.3,NA,NA,NA,0,0,0,0,0,7,6,4,
K15PSR8,K15PSr8,Salix richardsonii,,,,Kluane Plateau,2004-07-15,2004-07-15,2018-08-15,2015,78,167,NA,3.1,NA,NA,NA,NA,NA,NA,NA,21.9,8.8,NA,NA,NA,0,0,0,0,0,7,6,5,
K15PSR9,K15PSr9,Salix richardsonii,,,,Kluane Plateau,2004-07-15,2004-07-15,2018-08-15,2015,72,212,NA,3.2,NA,NA,NA,NA,NA,NA,NA,39.2,11,NA,NA,NA,0,0,0,0,0,7,6,6,
K15PRBG1,#N/A,Betula nana,60.97420298,-138.412086,1517.694946,Kluane Plateau,2028-06-15,2028-06-15,2019-08-15,2015,43,>500,NA,2.4,NA,NA,NA,NA,NA,NA,NA,30,8,NA,NA,NA,0,0,0,0,0,10,1,3,
K15PRBG10,#N/A,Betula nana,,,,Kluane Plateau,2028-06-15,2028-06-15,2019-08-15,2015,59,251,NA,1.4,NA,NA,NA,NA,NA,NA,NA,26,6,NA,NA,NA,0,0,0,0,0,10,3,3,
K15PRBG2,#N/A,Betula nana,60.97412604,-138.412099,1518.713867,Kluane Plateau,2028-06-15,2028-06-15,2019-08-15,2015,43,228,NA,2.1,NA,NA,NA,NA,NA,NA,NA,28,9,NA,NA,NA,0,0,0,0,0,9,5,4,
K15PRBG3,#N/A,Betula nana,60.97484001,-138.412074,1507.705078,Kluane Plateau,2028-06-15,2028-06-15,2019-08-15,2015,57,230,NA,1.5,NA,NA,NA,NA,NA,NA,NA,36,6,NA,NA,NA,0,0,0,0,0,9,4,6,
K15PRBG4,#N/A,Betula nana,,,,Kluane Plateau,2028-06-15,2028-06-15,2019-08-15,2015,84,164,NA,1.2,NA,NA,NA,NA,NA,NA,NA,29,6,NA,NA,NA,0,0,0,0,0,10,1,1,
K15PRBG5,#N/A,Betula nana,,,,Kluane Plateau,2028-06-15,2028-06-15,2019-08-15,2015,53,273,NA,0.8,NA,NA,NA,NA,NA,NA,NA,20,6,NA,NA,NA,0,0,0,0,0,10,2,3,
K15PRBG6,#N/A,Betula nana,,,,Kluane Plateau,2028-06-15,2028-06-15,2019-08-15,2015,73,109,NA,1.1,NA,NA,NA,NA,NA,NA,NA,28,6,NA,NA,NA,0,0,0,0,0,9,2,2,
K15PRBG7,#N/A,Betula nana,,,,Kluane Plateau,2028-06-15,2028-06-15,2019-08-15,2015,58,196,NA,1.9,NA,NA,NA,NA,NA,NA,NA,26,6,NA,NA,NA,0,0,0,0,0,10,3,5,
K15PRBG8,#N/A,Betula nana,,,,Kluane Plateau,2028-06-15,2028-06-15,2019-08-15,2015,64,372,NA,1.6,NA,NA,NA,NA,NA,NA,NA,31,6,NA,NA,NA,0,0,0,0,0,10,4,3,
K15PRBG9,#N/A,Betula nana,,,,Kluane Plateau,2028-06-15,2028-06-15,2019-08-15,2015,59,157,NA,0.9,NA,NA,NA,NA,NA,NA,NA,43,6,NA,NA,NA,0,0,0,0,0,9,1,6,
K15SBG1,#N/A,Betula nana,,,,Pika Camp,2028-06-15,2028-06-15,2019-08-15,2015,54,123,NA,1.2,NA,NA,NA,NA,NA,NA,NA,33.2,7.5,NA,NA,NA,0,0,0,0,0,9,4,1,
K15SSR1,K15SSr1,Salix richardsonii,61.221706,-138.269366,1861.378784,Pika Camp,2028-06-15,2028-06-15,2018-08-15,2015,34,46,NA,1.3,NA,NA,NA,NA,NA,NA,NA,22.8,9,NA,NA,NA,0,0,0,0,0,5,4,7,
